index,number_of_day,mounth,day_of_week,type_of_car,car_number,mass_of_trash,size_of_trash,density,tmax,tmin
10575,7,Август,суббота,Самосвал,Н412РК154,7280,77,"94,54545455",+23°,+13°
10576,7,Август,суббота,Самосвал,Н419РК154,3440,22,"156,3636364",+23°,+13°
10577,7,Август,суббота,Самосвал,Н515РТ154,3180,16,"198,75",+23°,+13°
10578,7,Август,суббота,Самосвал,Н534ТТ154,4880,33,"147,8787879",+23°,+13°
10579,7,Август,суббота,Самосвал,Н576ТТ154,3380,22,"153,6363636",+23°,+13°
10580,7,Август,суббота,Самосвал,Н583РТ154,5420,32,"169,375",+23°,+13°
10581,7,Август,суббота,Самосвал,Н585ТТ154,3340,22,"151,8181818",+23°,+13°
10582,7,Август,суббота,Самосвал,Н587ТТ154,3540,33,"107,2727273",+23°,+13°
10583,7,Август,суббота,Самосвал,Н589ТТ154,5860,33,"177,5757576",+23°,+13°
10584,7,Август,суббота,Самосвал,Н833ТТ154,3500,16,"218,75",+23°,+13°
10585,7,Август,суббота,Самосвал,Н861ТТ154,9420,66,"142,7272727",+23°,+13°
10586,7,Август,суббота,Самосвал,Н915РУ154,0,0,0,+23°,+13°
10587,7,Август,суббота,КМУ,Н275ОС154,8020,"267,61","29,96898472",+23°,+13°
10588,7,Август,суббота,Фусо,Н547ТТ154,5640,"83,46","67,57728253",+23°,+13°
10589,7,Август,суббота,Боковая,В036АС147,2040,"45,53","44,80562267",+23°,+13°
10590,7,Август,суббота,Боковая,К227УК154,0,0,0,+23°,+13°
10591,7,Август,суббота,Боковая,Н403МВ154,2780,"26,25","105,9047619",+23°,+13°
10592,7,Август,суббота,Боковая,Н405МВ154,4040,"56,03","72,10422988",+23°,+13°
10593,7,Август,суббота,Задняя,К281ВС154,17220,"231,21","74,4777475",+23°,+13°
10594,7,Август,суббота,Задняя,К404СВ154,10980,"184,67","59,45741052",+23°,+13°
10595,7,Август,суббота,Задняя,К910ЕА154,12700,"176,58","71,92207498",+23°,+13°
10596,7,Август,суббота,Задняя,М011ХЕ32,12240,"217,06","56,38993827",+23°,+13°
10597,7,Август,суббота,Задняя,Н561УУ154,14540,"212,78","68,33348999",+23°,+13°
10598,7,Август,суббота,Задняя,Н590УУ154,12300,"191,76","64,14267835",+23°,+13°
10599,7,Август,суббота,Задняя,Н853НР123,0,0,0,+23°,+13°
10600,7,Август,суббота,Задняя,С004УА77,0,0,0,+23°,+13°
10601,7,Август,суббота,Задняя,С005УА77,0,0,0,+23°,+13°
10602,7,Август,суббота,Задняя,Х787КН750,12320,"168,21","73,24178111",+23°,+13°
10603,7,Август,суббота,Задняя,В120ЕН750,11500,"115,8","99,30915371",+23°,+13°
10604,7,Август,суббота,Задняя,B432CX178,0,0,0,+23°,+13°
10605,7,Август,суббота,Задняя,К170ВС154,28260,"466,57","60,56968944",+23°,+13°
10606,7,Август,суббота,Задняя,М151ХО32,17180,"247,83","69,32171246",+23°,+13°
10607,7,Август,суббота,Задняя,Н208УУ154,13860,"226,74","61,12728235",+23°,+13°
10608,7,Август,суббота,Задняя,Н252УУ154,12680,"206,33","61,45495081",+23°,+13°
10609,7,Август,суббота,Задняя,Н509ТТ154,24200,"331,81","72,9333052",+23°,+13°
10610,7,Август,суббота,Задняя,Н513ТТ154,18380,"292,26","62,88920824",+23°,+13°
10611,7,Август,суббота,Задняя,Н548ТТ154,26920,"349,6","77,00228833",+23°,+13°
10612,7,Август,суббота,Задняя,Н590ТТ154,22700,"286,1","79,3428871",+23°,+13°
10613,7,Август,суббота,Задняя,Н864ТТ154,16720,"238,44","70,12246267",+23°,+13°
10614,7,Август,суббота,Задняя,О369АР750,0,0,0,+23°,+13°
10615,7,Август,суббота,Задняя,О493КВ750,9280,56,"165,7142857",+23°,+13°
10616,7,Август,суббота,Задняя,Т237ВВ750,0,0,0,+23°,+13°
10617,7,Август,суббота,Задняя,Т551РС69,22320,"322,3","69,25224946",+23°,+13°
10618,8,Август,воскресенье,Бункеровоз,В297КЕ147,3320,32,"103,75",+24°,+14°
10619,8,Август,воскресенье,Бункеровоз,К721ВС154,10040,72,"139,4444444",+24°,+14°
10620,8,Август,воскресенье,Бункеровоз,Н726РУ154,7240,48,"150,8333333",+24°,+14°
10621,8,Август,воскресенье,Бункеровоз,Н991НУ154,3280,40,82,+24°,+14°
10622,8,Август,воскресенье,Мультилифт,К801ВА154,0,0,0,+24°,+14°
10623,8,Август,воскресенье,Мультилифт,Н416НС154,0,0,0,+24°,+14°
10624,8,Август,воскресенье,Мультилифт,Н869МК154,4820,36,"133,8888889",+24°,+14°
10625,8,Август,воскресенье,Самосвал,К057СC154,1720,17,"101,1764706",+24°,+14°
10626,8,Август,воскресенье,Самосвал,К693СА154,0,0,0,+24°,+14°
10627,8,Август,воскресенье,Самосвал,К722ВС154,2940,22,"133,6363636",+24°,+14°
10628,8,Август,воскресенье,Самосвал,К836ВС154,2220,22,"100,9090909",+24°,+14°
10629,8,Август,воскресенье,Самосвал,Н200НХ154,3460,24,"144,1666667",+24°,+14°
10630,8,Август,воскресенье,Самосвал,Н283УУ154,2660,22,"120,9090909",+24°,+14°
10631,8,Август,воскресенье,Самосвал,Н300УУ154,5320,33,"161,2121212",+24°,+14°
10632,8,Август,воскресенье,Самосвал,Н344РТ154,3240,24,135,+24°,+14°
10633,8,Август,воскресенье,Самосвал,Н345РК154,2820,22,"128,1818182",+24°,+14°
10634,8,Август,воскресенье,Самосвал,Н412РК154,6120,55,"111,2727273",+24°,+14°
10635,8,Август,воскресенье,Самосвал,Н419РК154,4200,22,"190,9090909",+24°,+14°
10636,8,Август,воскресенье,Самосвал,Н515РТ154,1280,8,160,+24°,+14°
10637,8,Август,воскресенье,Самосвал,Н534ТТ154,1960,22,"89,09090909",+24°,+14°
10638,8,Август,воскресенье,Самосвал,Н576ТТ154,6160,33,"186,6666667",+24°,+14°
10639,8,Август,воскресенье,Самосвал,Н583РТ154,2640,16,165,+24°,+14°
10640,8,Август,воскресенье,Самосвал,Н585ТТ154,3240,33,"98,18181818",+24°,+14°
10641,8,Август,воскресенье,Самосвал,Н587ТТ154,3500,33,"106,0606061",+24°,+14°
10642,8,Август,воскресенье,Самосвал,Н589ТТ154,3980,33,"120,6060606",+24°,+14°
10643,8,Август,воскресенье,Самосвал,Н833ТТ154,2360,16,"147,5",+24°,+14°
10644,8,Август,воскресенье,Самосвал,Н861ТТ154,10200,66,"154,5454545",+24°,+14°
10645,8,Август,воскресенье,Самосвал,Н915РУ154,2080,16,130,+24°,+14°
10646,8,Август,воскресенье,КМУ,Н275ОС154,12020,"266,51","45,10149713",+24°,+14°
10647,8,Август,воскресенье,Фусо,Н547ТТ154,8680,"164,86","52,65073396",+24°,+14°
10648,8,Август,воскресенье,Боковая,В036АС147,3000,"40,53","74,019245",+24°,+14°
10649,8,Август,воскресенье,Боковая,К227УК154,0,0,0,+24°,+14°
10650,8,Август,воскресенье,Боковая,Н403МВ154,4460,"27,89","159,9139477",+24°,+14°
10651,8,Август,воскресенье,Боковая,Н405МВ154,3960,"35,85","110,460251",+24°,+14°
10652,8,Август,воскресенье,Задняя,К281ВС154,16560,"223,51","74,09064471",+24°,+14°
10653,8,Август,воскресенье,Задняя,К404СВ154,12780,"194,68","65,64618862",+24°,+14°
10654,8,Август,воскресенье,Задняя,К910ЕА154,12700,"179,57","70,72450855",+24°,+14°
10655,8,Август,воскресенье,Задняя,М011ХЕ32,11820,"204,19","57,88726186",+24°,+14°
10656,8,Август,воскресенье,Задняя,Н561УУ154,17200,"220,6","77,96917498",+24°,+14°
10657,8,Август,воскресенье,Задняя,Н590УУ154,10360,"180,65","57,34846388",+24°,+14°
10658,8,Август,воскресенье,Задняя,Н853НР123,0,0,0,+24°,+14°
10659,8,Август,воскресенье,Задняя,С004УА77,0,0,0,+24°,+14°
10660,8,Август,воскресенье,Задняя,С005УА77,0,0,0,+24°,+14°
10661,8,Август,воскресенье,Задняя,Х787КН750,10240,"166,45","61,51997597",+24°,+14°
10662,8,Август,воскресенье,Задняя,В120ЕН750,14120,"140,97","100,1631553",+24°,+14°
10663,8,Август,воскресенье,Задняя,B432CX178,0,0,0,+24°,+14°
10664,8,Август,воскресенье,Задняя,К170ВС154,34940,"466,86","74,84042325",+24°,+14°
10665,8,Август,воскресенье,Задняя,М151ХО32,11640,"194,7","59,78428351",+24°,+14°
10666,8,Август,воскресенье,Задняя,Н208УУ154,15100,"204,52","73,83141013",+24°,+14°
10667,8,Август,воскресенье,Задняя,Н252УУ154,13940,"201,27","69,26019774",+24°,+14°
10668,8,Август,воскресенье,Задняя,Н509ТТ154,22400,"340,11","65,86104496",+24°,+14°
10669,8,Август,воскресенье,Задняя,Н513ТТ154,15960,"266,22","59,95041695",+24°,+14°
10670,8,Август,воскресенье,Задняя,Н548ТТ154,23520,"358,06","65,68731498",+24°,+14°
10671,8,Август,воскресенье,Задняя,Н590ТТ154,28240,"301,86","93,55330286",+24°,+14°
10672,8,Август,воскресенье,Задняя,Н864ТТ154,18340,"272,1","67,40169055",+24°,+14°
10673,8,Август,воскресенье,Задняя,О369АР750,0,0,0,+24°,+14°
10674,8,Август,воскресенье,Задняя,О493КВ750,0,0,0,+24°,+14°
10675,8,Август,воскресенье,Задняя,Т237ВВ750,0,0,0,+24°,+14°
10676,8,Август,воскресенье,Задняя,Т551РС69,27180,"320,21","84,88179632",+24°,+14°
10677,9,Август,понедельник,Бункеровоз,В297КЕ147,5840,48,"121,6666667",+26°,+15°
10678,9,Август,понедельник,Бункеровоз,К721ВС154,14040,88,"159,5454545",+26°,+15°
10679,9,Август,понедельник,Бункеровоз,Н726РУ154,7260,40,"181,5",+26°,+15°
10680,9,Август,понедельник,Бункеровоз,Н991НУ154,4200,32,"131,25",+26°,+15°
10681,9,Август,понедельник,Мультилифт,К801ВА154,0,0,0,+26°,+15°
10682,9,Август,понедельник,Мультилифт,Н416НС154,5880,27,"217,7777778",+26°,+15°
10683,9,Август,понедельник,Мультилифт,Н869МК154,4980,36,"138,3333333",+26°,+15°
10684,9,Август,понедельник,Самосвал,К057СC154,4040,34,"118,8235294",+26°,+15°
10685,9,Август,понедельник,Самосвал,К693СА154,1820,17,"107,0588235",+26°,+15°
10686,9,Август,понедельник,Самосвал,К722ВС154,2340,"13,09","178,7624141",+26°,+15°
10687,9,Август,понедельник,Самосвал,К836ВС154,3040,27,"112,5925926",+26°,+15°
10688,9,Август,понедельник,Самосвал,Н200НХ154,7620,32,"238,125",+26°,+15°
10689,9,Август,понедельник,Самосвал,Н283УУ154,7620,"65,72","115,9464394",+26°,+15°
10690,9,Август,понедельник,Самосвал,Н300УУ154,10780,55,196,+26°,+15°
10691,9,Август,понедельник,Самосвал,Н344РТ154,2640,16,165,+26°,+15°
10692,9,Август,понедельник,Самосвал,Н345РК154,4400,22,200,+26°,+15°
10693,9,Август,понедельник,Самосвал,Н412РК154,14560,88,"165,4545455",+26°,+15°
10694,9,Август,понедельник,Самосвал,Н419РК154,3560,22,"161,8181818",+26°,+15°
10695,9,Август,понедельник,Самосвал,Н515РТ154,0,0,0,+26°,+15°
10696,9,Август,понедельник,Самосвал,Н534ТТ154,4560,33,"138,1818182",+26°,+15°
10697,9,Август,понедельник,Самосвал,Н576ТТ154,9460,55,172,+26°,+15°
10698,9,Август,понедельник,Самосвал,Н583РТ154,1480,8,185,+26°,+15°
10699,9,Август,понедельник,Самосвал,Н585ТТ154,5300,33,"160,6060606",+26°,+15°
10700,9,Август,понедельник,Самосвал,Н587ТТ154,3000,44,"68,18181818",+26°,+15°
10701,9,Август,понедельник,Самосвал,Н589ТТ154,7400,33,"224,2424242",+26°,+15°
10702,9,Август,понедельник,Самосвал,Н833ТТ154,8040,32,"251,25",+26°,+15°
10703,9,Август,понедельник,Самосвал,Н861ТТ154,9040,58,"155,862069",+26°,+15°
10704,9,Август,понедельник,Самосвал,Н915РУ154,1920,8,240,+26°,+15°
10705,9,Август,понедельник,КМУ,Н275ОС154,19760,"286,71","68,91981445",+26°,+15°
10706,9,Август,понедельник,Фусо,Н547ТТ154,16000,"202,14","79,15306223",+26°,+15°
10707,9,Август,понедельник,Боковая,В036АС147,4040,"70,33","57,44348073",+26°,+15°
10708,9,Август,понедельник,Боковая,К227УК154,0,0,0,+26°,+15°
10709,9,Август,понедельник,Боковая,Н403МВ154,5800,"44,84","129,3487957",+26°,+15°
10710,9,Август,понедельник,Боковая,Н405МВ154,5340,"85,92","62,15083799",+26°,+15°
10711,9,Август,понедельник,Задняя,К281ВС154,23420,"251,89","92,97709318",+26°,+15°
